HSN,NAME,GST,,,,,
8544.60.10,Paper insualted,28,,,,,
8544.60.20,Plastic insulated,28,,,,,
8544.60.30,Rubber insulated,28,,,,,
8544.60.90,Rubber insulated: Other,28,,,,,
8544.70.00,Optical fibre cables,28,,,,,
8544.90.00,Winding Wire made of copper for submersible motors ,28,,,,,
8544.90.11,PVC Insulated Flat Cable,28,,,,,
8545.00.00,Brushes under 8545 20 00 and goods under 8545 (including arclamp carbon and battery carbon),28,,,,,
8546.00.00,Electrical insulators of any material,18,,,,,
8546.10.00,Electrical insulators of glass,18,,,,,
8546.20.00,Electrical insulators of ceramics,18,,,,,
8546.90.00,Other electrical insulators,18,,,,,
8547.00.00,"Insulating fittings for electrical machines, appliances or equipment, being fittings wholly of insulating material apart from any minor components of metal (for example, threaded sockets) incorporated during moulding solely for the purposes of assembly, other than insulators of heading 8546; electrical conduit tubing and joints therefor, of base metal lined with insulating material ",28,,,,,
8547.10.00,"Insulating fittings of ceramics, for electrical machines or equipment",28,,,,,
8547.20.00,"Insulating fittings of plastics, for electrical machines or equipment",28,,,,,
8547.90.00,Other insulating fittings for electrical machines or equipment,28,,,,,
8548.00.00,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric ccumulators; electrical parts of machinery or apparatus, not specified or included elsewhere in this chapter ",18,,,,,
8548.00.00,Electrical parts of machinery or apparatus,18,,,,,
8601.00.00,Rail locomotives powered from an external source of electricity or by electric ,5,,,,,
8601.10.00,Rail locomotives powered from an external source of electricity,5,,,,,
8601.20.00,Rail locomotives powered by electric accumulators (batteries),5,,,,,
8602.00.00,Other rail locomotives  locomotive tenders - other : steam locomotives and tenders thereof,5,,,,,
8602.10.00,Diesel-electric locomotives,5,,,,,
8602.90.00,Other rail locomotives  locomotive tenders,5,,,,,
8602.90.10,Steam locomotives and tenders thereof,5,,,,,
8603.00.00,"Self propelled railway etc coaches, vans etc nesoi",5,,,,,
8603.10.00,"Self-propelled railway or tramway coaches, vans and trucks, other than those of heading 8604 ",5,,,,,
8603.90.00,"Other self-propelled railway or tramway coaches, vans and trucks",5,,,,,
8604.00.00,Railway or tramway maintenance or service vehicles,5,,,,,
8604.00.00,"Railway or tramway maintenance or service vehicles, whether or not self-propelled (for example, workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles).",5,,,,,
8605.00.00,"Railway or tramway passenger coaches, not self-propelled; luggage vans, post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading 8604).",5,,,,,
8605.00.00,"Railway, tramway pass etc coaches not self-propelled",5,,,,,
8606.00.00,"Railway or tramway goods vans and wagons, not self-propelled ",5,,,,,
8606.10.00,Tank cars and the like,5,,,,,
8606.20.00,"Insulated or refrigerated cars, other than those of subheading 860610",5,,,,,
8606.30.00,"Self-discharging cars, other than those of subheading 860610 or 860620",5,,,,,
8606.91.00,Covered and closed,5,,,,,
8606.92.00,"Open, with non-removable sides of a height exceeding 60 cm",5,,,,,
8606.99.00,"Other railway or tramway freight cars, not self-propelled",5,,,,,
8607.00.00,"Parts of railway or tramway locomotives or rolling-stock such as bogies, bissel-bogies, axles and wheels, and parts thereof ",5,,,,,
8607.11.00,Truck assemblies for self-propelled vehicles,5,,,,,
8607.12.00,Other truck assemblies,5,,,,,
8607.19.00,"Other, including parts axles and parts thereof",5,,,,,
8607.21.00,Air brakes and parts thereof,5,,,,,
8607.29.00,Other brakes and parts thereof,5,,,,,
8607.30.00,"Hooks and other coupling devices, buffers and parts thereof",5,,,,,
8607.91.00,Other parts of locomotives,5,,,,,
8607.99.00,Other parts of railway or tramway locomotives or rolling sto,5,,,,,
8608.00.00,"Railway or tramway track fixtures and fittings; mechanical (including electo-mechanical) signalling, safety or traffic control equipment for railway, tramways, roads, inland waterways, parking facilities, port installation or air-fields; parts of the foregoing ",5,,,,,
8608.00.10,Railway or tramway track fixtures and fittings,5,,,,,
8608.00.20,"Mechanical equipment, not electrically powered for ignaling to, or controlling-road, rail, ot other vehicles, ships or aircraft",5,,,,,
8608.00.30,Other traffic control equipment for railways,5,,,,,
8608.00.40,"Other traffic control equipment for road or inland waterways, including automatic traffic control equipment for use at ports and airports",5,,,,,
8609.00.00,Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport,18,,,,,
8609.00.00,Refrigerated containers,18,,,,,
8701.00.00,Tractors (except road tractors for semitrailers of engine capacity more than 1800 cc) ,12,,,,,
8701.10.00,Pedestrian controlled tractors,12,,,,,
8701.20.00,Road tractors for semi-trailers,12,,,,,
8701.30.00,Track-laying tractors,12,,,,,
8701.90.00,Other suitable for agricultural use,12,,,,,
8702.00.00,"Motor vehicles for the transport of ten or more persons, including the driver ",28,,,,,
8702.10.00,With compression-ignition internal combustion piston engine (diesel or semi-diesel),28,,,,,
8702.90.00,Other public-transport type passenger motor vehicles,28,,,,,
8703.00.00,"Motor cars and other motor vehicles principally designed for the transport of persons (other thanthose of heading 8702), including station wagons and racing cars  [other than cars for physically handicapped persons]",28,,,,,
8703.00.00,Cars for physically handicapped persons,18,,,,,
8703.10.00,Vehicles specially designed for traveling on snow  golf carts and similar vehicles,28,,,,,
8703.21.00,"Other vehicles, spark-ignition engine of a cylinder capacity not exceeding 1,000 cc",28,,,,,
8703.22.00,"Other vehicles, spark-ignition engine of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc",28,,,,,
8703.23.00,"Other vehicles, spark-ignition engine of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc",28,,,,,
8703.24.00,"Other vehicles, spark-ignition engine of a cylinder capacity exceeding 3,000 cc",28,,,,,
8703.31.00,"Other vehicles, compression-ignition engine (diesel) of a cylinder capacity not exceeding 1,500 cc",28,,,,,
8703.32.00,"Other vehicles, compression-ignition engine (diesel) of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc",28,,,,,
8703.33.00,"Other vehicles, compression-ignition engine (diesel) of a cylinder capacity exceeding 2,500 cc",28,,,,,
8703.90.00,Other vehicles,28,,,,,
8704.00.00,Motor vehicles for the transport of goods [other than Refrigerated motor vehicles],28,,,,,
8704.00.00, Refrigerated motor vehicles,18,,,,,
8704.10.00,Motor vehicles for the transport of goods dumpers designed for off-highway use,28,,,,,
8704.21.00,Motor vehicles for the transport of goods gvw not exceeding 5 metric tons,28,,,,,
8704.22.00,Motor vehicles for the transport of goods gvw exceeding 5 metric tons but not exceeding 20 metric tons,28,,,,,
8704.23.00,Motor vehicles for the transport of goods gvw exceeding 20 metric,28,,,,,
8704.31.00,"Other, with spark-ignition internal combustion piston engine gvw not exceeding 5 metric tons",28,,,,,
8704.32.00,"Other, with spark-ignition internal combustion piston engine gvw exceeding 5 metric tons",28,,,,,
8704.90.00,Other motor vehicles for the transport of goods,28,,,,,
8705.00.00,"Special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example, breakdown lorries, crane lorries, fire fighting vehicles, concrete-mixers lorries, spraying lorries, mobile workshops, mobile radiological units) ",28,,,,,
8705.10.00,Mobile cranes,28,,,,,
8705.20.00,Mobile drilling derricks,28,,,,,
8705.30.00,Fire fighting vehicles,28,,,,,
8705.40.00,Concrete mixers,28,,,,,
8705.90.00,Other special purpose motor vehicles,28,,,,,
8706.00.00,"Chassis fitted with engines, for the motor vehicles of headings 8701 to 8705.",28,,,,,
8707.00.00,"Bodies (including cabs), for the motor vehicles of headings 8701 to 8705 ",28,,,,,
8707.10.00,Bodies (including cabs)for the vehicles of heading 8703,28,,,,,
8707.90.00,"Other bodies, for the other motor vehicles",28,,,,,
8708.00.00,Parts and accessories of the motor vehicles of headings 8701 to 8705 ,28,,,,,
8708.10.00,Bumpers and parts thereof,28,,,,,
8708.10.10,Parts of tractors,28,,,,,
8708.21.00,Safety seat belts,28,,,,,
8708.29.00,Other parts and accessories of bodies for the motor vehicles,28,,,,,
8708.31.00,Mounted brake linings,28,,,,,
8708.39.00,Other brakes and servo-brakes and parts thereof,28,,,,,
8708.40.00,Gear boxes,28,,,,,
8708.50.00,"Drive axles with differential, whether or not provided with other transmission components",28,,,,,
8708.60.00,Non-driving axles and parts thereof,28,,,,,
8708.70.00,Road wheels and parts and accessories th,28,,,,,
8708.80.00,Suspension shock absorbers,28,,,,,
8708.91.00,Radiators,28,,,,,
8708.92.00,Mufflers and exhaust pipes,28,,,,,
8708.93.00,Clutches and parts thereof,28,,,,,
8708.94.00,"Steering wheels, steering columns and steering boxes",28,,,,,
8708.99.00,Other parts and accessories,28,,,,,
8709.00.00,"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the foregoing vehicles ",28,,,,,
8709.11.00,"Electrical works trucks, self-propelled; tractor for railway station platform",28,,,,,
8709.19.00,"Other works trucks, self-propelled; tractor for railway station platform)",28,,,,,
8709.90.00,"Parts (works trucks, self-propelled; tractor for railway station platform",28,,,,,
8710.00.00,"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles",28,,,,,
8710.00.00,"Tanks and other armored fighting vehicles, motorized, whether or not fitted with weapons, and parts of such vehicles",28,,,,,
8711.00.00,"Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without side-cars ",28,,,,,
8711.10.00,"Motorcycles, side-cars, reciprocating engine with reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc",28,,,,,
8711.20.00,"Motorcycles, side-cars, reciprocating engine with reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc",28,,,,,
8711.30.00,"Motorcycles, side-cars, reciprocating engine with reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc",28,,,,,
8711.40.00,"Motorcycles, side-cars, reciprocating engine with reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc",28,,,,,
8711.50.00,"Motorcycles, side-cars, reciprocating engine with reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc",28,,,,,
8711.90.00,"Other motorcycles, side-cars, reciprocating engine",28,,,,,
8712.00.00,"Bicycles and other cycles (including delivery tricycles), not motorised bicycles and other cycles (including delivery tricycles), not motorised ",12,,,,,
8712.00.10,Bicycles,12,,,,,
8712.00.90,Tricycles. Cycle rickshaws,12,,,,,
8713.00.00,"Carriages for disabled persons, whether or not motorised or otherwise mechanically propelled not mechanically propelled ",5,,,,,
8713.10.00,Invalid carriages not mechanically propelled,5,,,,,
8713.10.10,"Wheel chairs for invalids, not mechanically propeled (Including motorised)",5,,,,,
8713.90.00,Other invalid carriages,5,,,,,
8713.90.10,Other Wheel chairs for invalids,5,,,,,
8714.00.00,Parts and accessories of vehicles of headings 8711to 8713 .,28,,,,,
8714.00.00,"Parts and accessories of bicycles and other cycles (including delivery tricycles), not motorised of 8712.",12,,,,,
8714.11.00,Saddles or seats of motorcycles (including mopeds),28,,,,,
8714.19.00,Other parts and accessories of vehicles,28,,,,,
8714.20.00,Parts and accessories of vehicles of invalid carriages,28,,,,,
8714.91.00,"Frames and forks, and parts thereof",28,,,,,
8714.92.00,Wheel rims and spokes,28,,,,,
8714.92.10,Bicycle rims,12,,,,,
8714.92.20,Bicycle spokes,12,,,,,
8714.93.00,"Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels",28,,,,,
8714.93.10,Bicycle hubs,12,,,,,
8714.93.20,Bicycle free-wheels,12,,,,,
8714.94.00,"Brakes, including coaster braking hubs and hub brakes, and parts ther",12,,,,,
8714.95.00,"Saddles of bicycles, cycles and side-cars",12,,,,,
8714.95.10,Bicycle saddles,12,,,,,
8714.96.00,"Pedals and crank-gear, and parts thereof",12,,,,,
8714.99.00,Bicycle chain,12,,,,,
8714.99.00,Bicycle wheels,12,,,,,
8714.99.00,Other parts and accessories cycles and side-cars,28,,,,,
8715.00.00,Baby carriages and parts thereof,28,,,,,
8715.00.10,Baby carriages ,28,,,,,
8715.00.20,Baby carriages and parts thereof,28,,,,,
8716.00.00,"Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof  [other than Self-loading or selfunloading trailers for agricultural purposes, and Hand propelled
vehicles (e.g. hand carts, rickshaws and the like); animal drawn vehicles]
",28,,,,,
8716.10.00,Trailers and semi-trailers for housing or camping,28,,,,,
8716.20.00,Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,12,,,,,
8716.31.00,Tanker trailers and tanker semi-trailers,28,,,,,
8716.39.00,Other trailers and semi-trailers for the transport of goods,28,,,,,
8716.40.00,Other trailers and semi-trailers,28,,,,,
8716.80.00,"Hand propelled vehicles (e.g. hand carts, rickshaws and the like); animal drawn vehicles",12,,,,,
8716.80.20,Cart driven by animals,28,,,,,
8716.90.00,"Parts (trailers, semi-trailers; other vehicles, not mechanically propelled)",28,,,,,
8700.00.00,"Electrically operated vehicles, including two and three wheeled electric motor vehicles.",12,,,,,
8801.00.00,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft ",18,,,,,
8801.10.00,Gliders and hang gliders,18,,,,,
8801.90.00,Other non-powered aircraft,18,,,,,
8801.90.10,Balloons,18,,,,,
8802.00.00,Aircrafts for personal use,28,,,,,
8802.00.00,"Other aircraft (for example, helicopters, aeroplanes), other than those for personal use",5,,,,,
8802.00.00,Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,0,,,,,
8802.11.00,"Helicopters of an unladen weight not exceeding 2,000 kg",5,,,,,
8802.12.00,"Helicopters of an unladen weight exceeding 2,000 kg",5,,,,,
8802.20.00,"Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",5,,,,,
8802.30.00,"Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",5,,,,,
8802.40.00,"Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",5,,,,,
8802.50.00,Spacecraft (including satellites) and spacecraft launch vehicles,5,,,,,
8802.60.00,Spacecraft (including satellites) and  suborbital spacecraft launch vehicles,0,,,,,
8803.00.00,Parts of goods of heading 8801,0,,,,,
8803.00.00,Parts of goods of heading 8802 ,5,,,,,
8804.00.00,"Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto and parts thereof
",18,,,,,
8804.00.00,Parachutes (including dirigible parachutes) rotoch,18,,,,,
8804.00.10,Parachutes (including dirigible parachutes and paragliders) and parts and accessories thereof,18,,,,,
8804.00.20,Rotochutes  Parts and accessories therof,18,,,,,
8805.00.00,Aircraft launching gear  deck-arrestor or similar gear  ground flying trainers  and parts thereof.,18,,,,,
8805.10.10,Aircraft launching gear and parts thereof deck-arrestor or similar gear and parts thereof,18,,,,,
8805.10.20,Deck arrestor or similar gear,18,,,,,
8805.10.30,Part of aircraft launching gear and deck arrestor or similar gear,18,,,,,
8805.20.00,Ground flying trainers and parts thereof,18,,,,,
8805.21.00,Air combat simulators and parts thereof,18,,,,,
8901.00.00,"Cruise ships, excursion boats , ferry-boats, cargo ships, barges and similar vessels for the transport of persons or goods ",5,,,,,
8901.10.00,"Cruise ships, excursion boats and similar vessels principally designed for the transport of persons; ferry boats of all kinds",5,,,,,
8901.20.00,Tankers,5,,,,,
8901.30.00,"Refrigerated vessels, other than those of subheading 890",5,,,,,
8901.90.00,Other vessels for the transport of goods and other vessels for the transport of both persons and goods,5,,,,,
8902.00.00,Fishing vessels  factory ships and other vessels for processing or preserving fishery products 8902 00 - fishing vessels  factory ships and other vessels for processing or preserving fishery products ,5,,,,,
8903.00.00,Yachts and other vessels for pleasure or sports  rowing boats and canoes including floating structure used for casinos etc.,28,,,,,
8903.10.00,Inflatable : yachts and other vessels for pleasure or sports  row boats and canoes,28,,,,,
8903.91.00,"Sailboats, with or without auxiliary motor",28,,,,,
8903.92.00,"Motorboats, other than outboard motorboatsinboard/outdrive",28,,,,,
8903.99.00,Other with auxiliary motor,28,,,,,
8904.00.00,Tugs and pusher craft,5,,,,,
8905.00.00,"Light-vessels, fire-floats, dredgers, floating cranes, and other vessels the navigability of which is subsidiary to their main function; floating docks; floating or submersible drilling or production platforms ",5,,,,,
8905.10.00,Dredgers,5,,,,,
8905.20.00,Floating or submersible drilling or production platforms,5,,,,,
8905.90.00,Other special purpose vessels  floating docks,5,,,,,
8906.00.00,"Other vessels, including warships and lifeboats other than rowing boats",5,,,,,
8907.00.00,"Other floating structures ( for example, rafts, tanks, coffer-dams, landing-stages, buoys and beacons) inflatable rafts",5,,,,,
8907.10.00,Inflatable rafts,5,,,,,
8907.90.00,Other floating structures,5,,,,,
8908.00.00,Vessels and other floating structures for breaking up,18,,,,,
8900.00.00,"Any chapter - parts of goods of heading 8901, 8902, 8904, 8905, 8906, 8907.",5,,,,,
9001.00.00,"Optical fibres and optical fibre bundles; optical fibre cables other than those of heading 8544; sheets and plates of polarising material; lenses (including contact lenses), prisms, mirrors and other optical elements, of any material, unmounted, other than such elements of glass not optically worked ",18,,,,,
9001.10.00,Opthalamic lenses,18,,,,,
9001.10.00,"Optical fibers, optical fiber bundles and cables",18,,,,,
9001.20.00,Sheets and plates of polarizing material,18,,,,,
9001.30.00,Contact lenses,12,,,,,
9001.40.00,Spectacle lenses of glass,12,,,,,
9001.50.00,Spectacle lenses of other materials,12,,,,,
9001.90.00,"Other: prisms, mirrors and other optical elements, of any material, unmounted, other than such elements of glass not optically worked",18,,,,,
9002.00.00,"Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts of or fittings for instruments or apparatus, other than such elements of glass not optically worked ",18,,,,,
9002.11.00,"For cameras, projectors or photographic enlargers or reducers:",18,,,,,
9002.19.00,Other objective lenses and parts and accessories,18,,,,,
9002.20.00,Filters and parts and accessories thereof:,18,,,,,
9002.90.00,"Other optical elements, of any material, mounted",18,,,,,
9003.00.00,"Frames and mountings for spectacles, goggles or the like, and parts thereof ",18,,,,,
9003.11.00,Frames and mountings: of plastics,18,,,,,
9003.19.00,Frames and mountings: of other materials,18,,,,,
9003.90.00,"Parts of frames and mountings for spectacles, goggles or the like",18,,,,,
9004.00.00,"Spectacles, and the like, corrective, protective or other goggles, corrective.",18,,,,,
9004.00.00,Goggles other than corrective.,28,,,,,
9004.10.00,Sunglasses,18,,,,,
9004.90.00,"Other spectacles, goggles & the like, corrective, protective or other",18,,,,,
9005.00.00,"Binoculars, monoculars, other optical telescopes, and mountings therefor; other astronomical instruments and mountings therefor, but not including instruments for radio-astronomy ",28,,,,,
9005.10.00,Binoculars:,28,,,,,
9005.80.00,"Other instruments: monoculars, other optical telescopes; other astronomical instr",28,,,,,
9005.80.10,Monocular,28,,,,,
9005.80.20,Astronomical instrucments,28,,,,,
9005.80.90,Optical telescope,28,,,,,
9005.90.00,Optical telescopes: parts and accessories (including mountings),28,,,,,
9006.00.00,Photographic (other than cinematographic) cameras  photographic flashlight apparatus and flash bulbs other than discharge lamps of heading 8539 ,28,,,,,
9006.10.00,Cameras of a kind used for preparing printing plates or cylinders,28,,,,,
9006.20.00 �,"Cameras of a kind used for recording documents on microfilm, microfiche or other microforms",28,,,,,
9006.30.00,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical examination of internal organs; comparison cameras for forensic or criminological purposes",28,,,,,
9006.40.00,Instant print cameras,28,,,,,
9006.51.00,"With a through-the-lens viewfinder (single lens reflex (slr)), for roll film of a width not exceeding 35 mm (14 inch)",28,,,,,
9006.52.00,"Other, for roll film of a width less than 35 mm (14 inch)",28,,,,,
9006.53.00 �,"Other, for roll film of a width of 35 mm (14 inch)",28,,,,,
9006.59.00,"Other, for roll film of a width of 35 mm (14 inch): Other",28,,,,,
9006.61.00,"Discharge lamp (""electronic"") flashlight apparatus",28,,,,,
9006.62.00,"Flashbulbs, flashcubes, and the like",28,,,,,
9006.69.00,Other photographic flashlight apparatus,28,,,,,
9006.91.00,Parts and accessories for cameras,28,,,,,
9006.99.00,Other parts & accessories for photographic flashlight apparatus & flashbulbs,28,,,,,
9007.00.00,"Cinematographic cameras and projectors, whether or not incorporating sound recording or Reproducing apparatus
",28,,,,,
9007.11.00,Cinematographic cameras for film of less than 16mm (06 inch) width or for double-8mm (03 inch) film,28,,,,,
9007.19.00,Other cinematographic cameras,28,,,,,
9007.20.00,Projectiors,28,,,,,
9007.21.00,Projectors for film of less than 16mm (06 inch) in width,28,,,,,
9007.29.00,Other projectors,28,,,,,
9007.91.00,Parts and accessories for cameras,28,,,,,
9007.92.00,Parts and accessories for projectors,28,,,,,
9008.00.00,"Image projectors, other than cinematographic; photographic (other than cinematographic) enlargers and reducers..",28,,,,,
9008.10.00,Slide (Over-head) projectors,28,,,,,
9008.20.00,"Microfilm, microfiche or other microform readers,",28,,,,,
9008.30.00,Other image projectors,28,,,,,
9008.40.00,Photographic (other than cinematographic) enlargers and reducers,28,,,,,
9008.90.00,Parts and accessories,28,,,,,
9009.00.00,0,28,,,,,
9010.00.00,"Apparatus etc for photo labs etc nesoi, parts etc",28,,,,,
9010.10.00 �,"Apparatus and equipment for photographic (including cinematographic) laboratories, not specified or included elsewhere in this chapter; negatoscopes; projection screens ",28,,,,,
9010.20.00,Other apparatus and equipment for photographic (including cinematographic) laboratories  negatoscopes,28,,,,,
9010.30.00,Projection screens,28,,,,,
9010.90.00,Parts and accessories,28,,,,,
9011.00.00,"Compound optical microscopes, including those for photomicro-graphy, cinephotomicrography or microprojection ",28,,,,,
9011.10.00,Stereoscopic microscopes,28,,,,,
9011.20.00,"Other microscopes, for photomicrography, cinephotomicrography or microprojection",28,,,,,
9011.80.00,Other compound optical microscopes,28,,,,,
9011.90.00,Parts and accessories of compound optical microscopes,28,,,,,
9012.00.00,Microscopes other than optical microscopes  ,28,,,,,
9012.10.00,Microscopes other than optical microscopes  and diffraction apparatus,28,,,,,
9012.90.00,Parts and accessories (microscopes  diffraction apparatus),28,,,,,
9013.00.00,"Liquid crystal devices not constituting articles provided for more specifically in other headings; lasers, other than laser diodes; other optical appliances and instruments, not specified or included else where in this chapter ",28,,,,,
9013.10.00,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this",28,,,,,
9013.10.10,Telescopic sights for fitting to arms,28,,,,,
9013.10.20,Periscopes,28,,,,,
9013.20.00,"Lasers, other than laser diodes",28,,,,,
9013.80.00,"Other devices, appliances and instruments",28,,,,,
9013.80.10,"Liquid crystal devices , flat panel display devices ",28,,,,,
9013.90.00,Parts and accessories(liquid crystal devices  lasers  other optical appliances),28,,,,,
9014.00.00,Direction finding compasses  other navigational instruments and appliances ,28,,,,,
9014.10.00,Direction finding compasses:,28,,,,,
9014.20.00,Instruments and appliances for aeronautical or space navigation (other than compasses):,28,,,,,
9014.80.00,Other navigational instruments and appliances:,28,,,,,
9014.80.10,Echosounding instruments,28,,,,,
9014.80.10,Sextants,28,,,,,
9014.90.00,Parts and accessories(direction finding compasses  other navigational instruments),28,,,,,
9015.00.00,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses; rangefinders ",28,,,,,
9015.10.00,Rangefinders,28,,,,,
9015.20.00,Theodolites and tachyometers,28,,,,,
9015.30.00,Levels,28,,,,,
9015.40.00,Photogrammetrical surveying instruments and appliances,28,,,,,
9015.80.00,"Other instruments and appliances : surveying, hydrographic, oceanographic or hydrological instruments",28,,,,,
9015.80.10,Hydrographic instruments,28,,,,,
9015.80.20,Meteorological instruments,28,,,,,
9015.80.30,Geophysical instruments,28,,,,,
9015.80.90,Oceanographic instruments,28,,,,,
9015.80.90,Surveying instruments,28,,,,,
9015.90.00,"Parts and accessories : surveying, hydrographic, oceanographic or hydrological instruments",28,,,,,
9016.00.00,"Balances of a sensitivity of 5 cg or better, with or without weights.",28,,,,,
9016.00.20,Spring balances,28,,,,,
9017.00.00,"Instruments for measuring length, for use in the hand (for example, measuring rods and tapes, micrometers, callipers), not specified or included elsewhere in the chapter.
",28,,,,,
9017.10.00,"Drafting tables and machines, whether or not automatic",28,,,,,
9017.20.00,"Drawing instruments, other marking-out instruments:",12,,,,,
9017.20.10,Drawing and marking out instruments,28,,,,,
9017.20.20,Mathematical calculating instruments and pantographs,12,,,,,
9017.20.30,Pantagraph,28,,,,,
9017.30.00,Digital calipers 7 gauges,28,,,,,
9017.30.00,"Micrometers, calipers and gauges",28,,,,,
9017.30.10,Micrometers and calipers ,28,,,,,
9017.30.21,Plug guage,28,,,,,
9017.30.22,Ring guage,28,,,,,
9017.30.23,Slip guage,28,,,,,
9017.30.29,Slip guage: Other,28,,,,,
9017.80.00,"Other instruments for measuring length, for use in the hand",28,,,,,
9017.80.10,Measuring rods and tapes and divided scales,28,,,,,
9017.80.10,Measuring tapes,28,,,,,
9017.80.90,Counter scales,28,,,,,
9017.80.90,Distance measuring wheel,28,,,,,
9017.90.00,"Parts and accessories: (drawing, marking-out or mathematical calculating instruments)",28,,,,,
9018.00.00,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scientigraphic apparatus, other electromedical apparatus and sight-testing instruments ",12,,,,,
9018.11.00,"Electrocardiographs, and parts and accessories thereof:",12,,,,,
9018.12.00,Ultrasonic scanning appartus,12,,,,,
9018.12.10,Linear ultra-sound scanner,12,,,,,
9018.13.00,Magnetic resonance imaging appartus,12,,,,,
9018.14.00,Scientigraphic appartus,12,,,,,
9018.19.00,Other electro-diagnostic apparatus,12,,,,,
9018.19.10,Electro encephalograph,12,,,,,
9018.19.20,Echocardiograph,12,,,,,
9018.20.00,"Ultraviolet or infrared ray apparatus, and parts and accessories thereof",12,,,,,
9018.31.00,"Syringes, with or without needles; parts and accessories thereof",12,,,,,
9018.32.00,Tubular metal needles and needles for sututes,12,,,,,
9018.32.20,Pen needles,12,,,,,
9018.39.10,"Catheters (For urine, stool)",12,,,,,
9018.39.20,Cardiac catherters,12,,,,,
9018.39.30,Cannulae,12,,,,,
9018.39.90,Connecta,12,,,,,
9018.41.00,"Dental drill engines, whether or not combined on a single base with other dental equipment, and parts and accessories thereof",12,,,,,
9018.49.00,"Other instruments and appliances, used in dental scie",12,,,,,
9018.50.00,"Other ophthalmic instruments and appliances and, parts and accessories thereof",12,,,,,
9018.50.10,Ophthalmoscope,12,,,,,
9018.50.20,Tonometers,12,,,,,
9018.50.30,Ophthalmic lasers,12,,,,,
9018.90.00,"Other medical, surgical or veterinary instruments and appliances, and parts and accessories thereof:",12,,,,,
9018.90.10,Diagonistic instruments and apparatus,12,,,,,
9018.90.11,Instruments and apparatus for measuring bllod pressure,12,,,,,
9018.90.12,Stethoscopes,12,,,,,
9018.90.20,Surgical tools,12,,,,,
9018.90.21,"Bone saws, drillis, trephines and burns",12,,,,,
9018.90.22,"Knives, scissors and blades",12,,,,,
9018.90.23,"Forceps, forcep clamps, clips, needle holders, introducers, cephalotribe bone holding and other holding instruments",12,,,,,
9018.90.24,"Chisel, guages, elevators, raspatones, osteotome, craniotome, bone cutters",12,,,,,
9018.90.25,"Retractors, spatulaprobes, hooks dilators, sounds, mallets",12,,,,,
9018.90.30,"Renal dialysis equipment, blood transfusion apparatus and haemofiltration instruments",12,,,,,
9018.90.31,"Renal dialysis equipment (artificial kidneys, kidney machines and dialysers)",12,,,,,
9018.90.32,Blood transfusion apparatus ,12,,,,,
9018.90.33,Haemofiltration instruments,12,,,,,
9018.90.40,"Anaesthetic apparatus and instruments, ENT precision instruments, acupuncture apparaus and endoscopes",12,,,,,
9018.90.41,Anaesthetic apparatus and instruments,12,,,,,
9018.90.42,ENT precision instruments,12,,,,,
9018.90.43,Acupuncture apparatus ,12,,,,,
9018.90.44,Endoscopes,12,,,,,
9018.90.90,Epidural kit,12,,,,,
9018.90.91,Hilerial or venous shunts,12,,,,,
9018.90.92,Baby incubators,12,,,,,
9018.90.93,Heart-lung machines,12,,,,,
9018.90.94,Difilerillators,12,,,,,
9018.90.95,Fibrescopes,12,,,,,
